524	113	1
529	240	1
354	89	1
245	349	1
46	80	1
69	188	1
319	190	1
335	222	1
275	236	1
292	286	1
318	343	1
492	463	1
406	438	1
489	420	1
436	218	1
501	132	1
365	107	1
388	93	1
438	43	1
134	51	1
195	235	1
229	110	1
285	232	1
296	56	1
313	75	1
314	84	1
260	292	1
249	246	1
232	262	1
218	271	1
210	258	1
205	271	1
198	242	1
218	308	1
256	324	1
257	354	1
243	365	1
254	370	1
241	371	1
249	375	1
329	530	1
305	505	1
301	469	1
323	434	1
327	394	1
258	347	1
318	331	1
320	298	1
438	235	1
453	326	1
388	436	1
396	437	1
360	470	1
356	477	1
377	520	1
505	434	1
569	432	1
472	410	1
462	409	1
551	409	1
457	397	1
455	342	1
473	285	1
535	151	1
502	175	1
478	217	1
446	167	1
445	194	1
438	209	1
331	220	1
335	60	1
359	106	1
388	105	1
402	42	1
426	116	1
441	91	1
443	72	1
505	134	1
80	70	1
96	70	1
109	72	1
119	73	1
61	74	1
31	91	1
22	106	1
126	62	1
208	47	1
145	43	1
198	43	1
156	40	1
169	38	1
184	38	1
220	56	1
227	68	1
304	50	1
304	60	1
309	67	1
316	49	1
327	53	1
327	127	1
317	121	1
314	92	1
313	101	1
313	111	1
229	85	1
229	96	1
226	123	1
215	159	1
218	148	1
222	138	1
329	162	1
332	154	1
335	134	1
335	145	1
336	224	1
336	229	1
325	212	1
323	170	1
321	201	1
319	178	1
210	168	1
173	229	1
193	225	1
158	224	1
194	213	1
198	203	1
201	192	1
206	179	1
20	127	1
20	143	1
31	161	1
45	176	1
86	198	1
111	207	1
131	213	1
147	218	1
184	237	1
190	245	1
195	255	1
204	249	1
237	257	1
243	251	1
255	244	1
227	267	1
225	270	1
222	272	1
216	267	1
212	286	1
211	278	1
201	263	1
211	294	1
212	303	1
244	306	1
226	313	1
235	317	1
241	324	1
244	334	1
245	375	1
256	363	1
244	358	1
245	341	1
257	336	1
252	315	1
248	299	1
253	295	1
318	308	1
318	319	1
318	353	1
316	442	1
306	454	1
301	489	1
310	520	1
327	428	1
332	421	1
332	413	1
330	401	1
326	386	1
322	377	1
320	369	1
320	362	1
322	291	1
321	294	1
319	290	1
316	289	1
308	287	1
274	286	1
265	289	1
265	239	1
284	286	1
293	230	1
301	286	1
305	230	1
312	230	1
326	230	1
333	230	1
439	238	1
442	240	1
445	239	1
448	237	1
456	315	1
458	354	1
459	305	1
460	375	1
456	409	1
452	401	1
451	408	1
437	435	1
426	435	1
416	436	1
368	463	1
355	486	1
364	491	1
371	500	1
371	531	1
346	537	1
359	537	1
376	510	1
377	457	1
381	447	1
381	442	1
383	439	1
449	439	1
385	437	1
392	436	1
517	428	1
514	442	1
462	445	1
478	453	1
498	472	1
510	481	1
521	487	1
534	488	1
545	486	1
552	482	1
559	472	1
566	464	1
568	453	1
570	445	1
568	423	1
560	414	1
541	409	1
529	411	1
520	418	1
498	427	1
481	415	1
460	385	1
460	365	1
465	295	1
483	280	1
493	274	1
503	266	1
513	258	1
521	248	1
538	221	1
541	209	1
541	195	1
541	184	1
539	171	1
536	160	1
536	131	1
511	128	1
495	133	1
535	142	1
497	161	1
499	188	1
494	202	1
534	231	1
487	210	1
470	222	1
462	227	1
453	233	1
442	201	1
436	229	1
338	227	1
439	132	1
441	140	1
445	157	1
445	148	1
446	185	1
446	176	1
490	139	1
491	148	1
391	105	1
385	104	1
380	102	1
369	104	1
362	109	1
360	110	1
359	104	1
344	68	1
348	78	1
358	99	1
388	82	1
389	99	1
390	70	1
390	101	1
392	59	1
426	20	1
432	27	1
420	29	1
412	35	1
396	49	1
431	107	1
434	122	1
536	121	1
516	120	1
532	113	1
437	98	1
442	81	1
440	61	1
439	51	1
438	35	1
515	434	1
508	438	1
516	438	1
451	404	1
212	263	1
207	254	1
510	441	1
99	105	1
85	115	1
80	130	1
92	143	1
112	158	1
121	146	1
115	126	1
107	138	1
95	122	1
107	115	1
121	110	1
141	114	1
138	128	1
128	117	1
128	133	1
139	143	1
141	159	1
130	167	1
134	151	1
127	156	1
116	169	1
122	176	1
135	180	1
146	185	1
155	169	1
141	173	1
172	157	1
162	145	1
155	152	1
152	139	1
154	128	1
160	119	1
163	106	1
157	90	1
139	95	1
131	105	1
150	103	1
152	110	1
126	91	1
118	96	1
106	98	1
98	94	1
83	96	1
77	103	1
68	114	1
66	120	1
69	131	1
77	147	1
88	156	1
97	163	1
101	170	1
100	149	1
95	133	1
112	151	1
122	138	1
105	130	1
77	120	1
87	106	1
85	138	1
66	146	1
70	156	1
79	163	1
87	170	1
97	180	1
110	181	1
119	186	1
132	190	1
144	192	1
156	196	1
166	184	1
157	181	1
171	172	1
178	166	1
165	163	1
178	139	1
172	128	1
164	133	1
176	150	1
188	157	1
186	163	1
183	174	1
179	186	1
171	202	1
173	212	1
172	194	1
182	203	1
193	137	1
185	123	1
181	113	1
181	102	1
180	91	1
180	84	1
180	72	1
168	62	1
154	62	1
151	69	1
161	72	1
166	79	1
167	90	1
170	99	1
174	118	1
174	111	1
194	114	1
204	102	1
207	89	1
201	78	1
195	84	1
192	96	1
203	128	1
195	127	1
205	119	1
212	111	1
194	106	1
197	154	1
188	148	1
185	133	1
207	142	1
200	141	1
196	162	1
195	172	1
189	176	1
188	187	1
186	194	1
138	80	1
148	83	1
147	90	1
160	83	1
154	75	1
99	85	1
82	85	1
66	95	1
59	99	1
52	108	1
51	119	1
50	130	1
49	139	1
55	151	1
58	159	1
64	168	1
71	173	1
84	182	1
104	190	1
124	196	1
135	201	1
145	204	1
151	205	1
161	209	1
176	223	1
185	214	1
185	228	1
34	134	1
33	121	1
37	111	1
41	104	1
45	94	1
54	91	1
71	84	1
88	82	1
105	83	1
116	85	1
39	169	1
24	152	1
22	119	1
28	98	1
39	84	1
20	133	1
41	154	1
38	142	1
51	167	1
57	174	1
57	182	1
78	193	1
96	201	1
103	206	1
120	210	1
140	216	1
167	226	1
114	198	1
91	192	1
61	138	1
59	125	1
40	128	1
71	73	1
54	78	1
137	69	1
143	60	1
152	51	1
166	51	1
182	52	1
195	56	1
