278	203	1
275	184	1
284	175	1
302	174	1
318	181	1
332	171	1
356	165	1
373	167	1
387	175	1
401	166	1
419	166	1
427	176	1
429	188	1
273	219	1
263	233	1
257	247	1
258	265	1
265	281	1
270	293	1
270	307	1
278	316	1
288	316	1
297	321	1
301	328	1
312	333	1
329	333	1
343	334	1
354	335	1
367	337	1
382	344	1
282	415	1
271	423	1
263	437	1
258	450	1
255	467	1
256	485	1
261	502	1
268	517	1
279	528	1
294	541	1
309	552	1
322	559	1
331	564	1
349	555	1
417	383	1
431	383	1
442	390	1
446	403	1
450	419	1
451	445	1
454	462	1
460	490	1
473	514	1
487	528	1
517	544	1
535	549	1
554	554	1
581	559	1
598	561	1
630	564	1
646	564	1
671	560	1
294	402	1
312	392	1
409	395	1
402	408	1
490	400	1
496	420	1
518	428	1
537	426	1
555	426	1
574	425	1
587	423	1
595	431	1
599	446	1
607	456	1
622	458	1
632	456	1
646	451	1
660	456	1
665	465	1
666	480	1
675	495	1
690	505	1
712	514	1
722	520	1
730	543	1
721	554	1
700	558	1
685	560	1
491	378	1
505	384	1
522	383	1
541	384	1
564	384	1
581	379	1
639	365	1
660	376	1
692	386	1
716	392	1
744	393	1
768	393	1
796	392	1
822	388	1
845	381	1
857	369	1
436	201	1
450	207	1
456	217	1
494	231	1
511	225	1
530	225	1
549	226	1
582	228	1
606	237	1
628	247	1
644	257	1
658	264	1
659	278	1
654	291	1
649	303	1
648	321	1
652	332	1
662	336	1
679	331	1
693	323	1
704	315	1
721	300	1
732	288	1
757	288	1
781	296	1
791	309	1
804	322	1
834	333	1
848	333	1
860	334	1
867	344	1
867	352	1
363	372	1
379	365	1
390	356	1
606	371	1
621	360	1
333	384	1
350	377	1
354	535	1
354	520	1
350	505	1
354	492	1
363	488	1
373	483	1
384	468	1
385	452	1
385	437	1
389	419	1
457	235	1
468	244	1
481	236	1
567	226	1
484	387	1
